time_tag,p3_flux_ic
1977-02-25 22:40:00,0.0
1977-02-25 22:45:00,0.0
1977-02-25 22:50:00,0.0
1977-02-25 22:55:00,0.0
1977-02-25 23:00:00,0.0
1977-02-25 23:05:00,0.0
1977-02-25 23:10:00,0.0
1977-02-25 23:15:00,0.0
1977-02-25 23:20:00,0.0
1977-02-25 23:25:00,0.0
1977-02-25 23:30:00,0.0
1977-02-25 23:35:00,0.0
1977-02-25 23:40:00,0.17862
1977-02-25 23:45:00,0.0
1977-02-25 23:50:00,0.16488
1977-02-25 23:55:00,0.0
1977-02-26 00:00:00,0.0
1977-02-26 00:05:00,0.0
1977-02-26 00:10:00,0.0
1977-02-26 00:15:00,0.0
1977-02-26 00:20:00,0.0
1977-02-26 00:25:00,0.0
1977-02-26 00:30:00,0.0
1977-02-26 00:35:00,0.32977
1977-02-26 00:40:00,0.0
1977-02-26 00:45:00,0.17862
1977-02-26 00:50:00,0.0
1977-02-26 00:55:00,0.0
1977-02-26 01:00:00,0.0
1977-02-26 01:05:00,0.0
1977-02-26 01:10:00,0.0
1977-02-26 01:15:00,0.0
1977-02-26 01:20:00,0.0
1977-02-26 01:25:00,0.0
1977-02-26 01:30:00,
1977-02-26 01:35:00,
1977-02-26 01:40:00,0.0
1977-02-26 01:45:00,0.0
1977-02-26 01:50:00,0.0
1977-02-26 01:55:00,0.0
1977-02-26 02:00:00,
1977-02-26 02:05:00,
1977-02-26 02:10:00,0.0
1977-02-26 02:15:00,0.0
1977-02-26 02:20:00,0.0
1977-02-26 02:25:00,0.0
1977-02-26 02:30:00,0.0
1977-02-26 02:35:00,0.0
1977-02-26 02:40:00,0.16488
1977-02-26 02:45:00,0.0
1977-02-26 02:50:00,0.0
1977-02-26 02:55:00,0.0
1977-02-26 03:00:00,0.0
1977-02-26 03:05:00,0.0
1977-02-26 03:10:00,0.17862
1977-02-26 03:15:00,0.0
1977-02-26 03:20:00,0.0
1977-02-26 03:25:00,0.0
1977-02-26 03:30:00,0.0
1977-02-26 03:35:00,0.0
1977-02-26 03:40:00,0.0
1977-02-26 03:45:00,0.0
1977-02-26 03:50:00,0.0
1977-02-26 03:55:00,0.0
1977-02-26 04:00:00,0.0
1977-02-26 04:05:00,0.16488
1977-02-26 04:10:00,0.0
1977-02-26 04:15:00,0.0
1977-02-26 04:20:00,0.0
1977-02-26 04:25:00,0.0
1977-02-26 04:30:00,0.0
1977-02-26 04:35:00,0.0
1977-02-26 04:40:00,0.0
1977-02-26 04:45:00,0.0
1977-02-26 04:50:00,0.0
1977-02-26 04:55:00,0.0
1977-02-26 05:00:00,
1977-02-26 05:05:00,0.0
1977-02-26 05:10:00,0.0
1977-02-26 05:15:00,0.0
1977-02-26 05:20:00,0.0
1977-02-26 05:25:00,0.0
1977-02-26 05:30:00,0.0
1977-02-26 05:35:00,0.0
1977-02-26 05:40:00,0.0
1977-02-26 05:45:00,0.0
1977-02-26 05:50:00,0.0
1977-02-26 05:55:00,0.0
1977-02-26 06:00:00,0.0
1977-02-26 06:05:00,0.0
1977-02-26 06:10:00,0.0
1977-02-26 06:15:00,0.0
1977-02-26 06:20:00,0.0
1977-02-26 06:25:00,0.0
1977-02-26 06:30:00,0.0
1977-02-26 06:35:00,0.0
1977-02-26 06:40:00,0.0
1977-02-26 06:45:00,0.0
1977-02-26 06:50:00,0.0
1977-02-26 06:55:00,0.0
1977-02-26 07:00:00,0.0
1977-02-26 07:05:00,0.0
1977-02-26 07:10:00,0.17862
1977-02-26 07:15:00,0.0
1977-02-26 07:20:00,0.0
1977-02-26 07:25:00,0.0
1977-02-26 07:30:00,0.0
1977-02-26 07:35:00,0.0
1977-02-26 07:40:00,0.0
1977-02-26 07:45:00,0.0
1977-02-26 07:50:00,0.0
1977-02-26 07:55:00,0.0
1977-02-26 08:00:00,0.0
1977-02-26 08:05:00,0.0
1977-02-26 08:10:00,0.0
1977-02-26 08:15:00,0.0
1977-02-26 08:20:00,0.0
1977-02-26 08:25:00,0.0
1977-02-26 08:30:00,0.16488
1977-02-26 08:35:00,0.0
1977-02-26 08:40:00,0.0
1977-02-26 08:45:00,0.17862
1977-02-26 08:50:00,0.0
1977-02-26 08:55:00,0.0
1977-02-26 09:00:00,0.0
1977-02-26 09:05:00,0.0
1977-02-26 09:10:00,0.0
1977-02-26 09:15:00,0.0
1977-02-26 09:20:00,0.0
1977-02-26 09:25:00,0.0
1977-02-26 09:30:00,0.0
1977-02-26 09:35:00,0.0
1977-02-26 09:40:00,0.0
1977-02-26 09:45:00,0.0
1977-02-26 09:50:00,0.0
1977-02-26 09:55:00,0.16488
1977-02-26 10:00:00,0.0
1977-02-26 10:05:00,0.0
1977-02-26 10:10:00,0.0
1977-02-26 10:15:00,0.0
1977-02-26 10:20:00,0.0
1977-02-26 10:25:00,0.0
1977-02-26 10:30:00,0.0
1977-02-26 10:35:00,0.0
1977-02-26 10:40:00,433.63
1977-02-26 10:45:00,0.0
1977-02-26 10:50:00,0.0
1977-02-26 10:55:00,196.73
1977-02-26 11:00:00,0.0
1977-02-26 11:05:00,0.0
1977-02-26 11:10:00,0.0
1977-02-26 11:15:00,0.0
1977-02-26 11:20:00,6607.8
1977-02-26 11:25:00,0.0
1977-02-26 11:30:00,0.0
1977-02-26 11:35:00,0.0
1977-02-26 11:40:00,0.0
1977-02-26 11:45:00,7691.9
1977-02-26 11:50:00,0.0
1977-02-26 11:55:00,0.0
1977-02-26 12:00:00,0.0
1977-02-26 12:05:00,985.98
1977-02-26 12:10:00,0.0
1977-02-26 12:15:00,0.0
1977-02-26 12:20:00,11535.0
1977-02-26 12:25:00,0.19486
1977-02-26 12:30:00,5273.8
1977-02-26 12:35:00,0.0
1977-02-26 12:40:00,2936.8
1977-02-26 12:45:00,9747.0
1977-02-26 12:50:00,0.0
1977-02-26 12:55:00,3775.9
1977-02-26 13:00:00,0.0
1977-02-26 13:05:00,1109.2
1977-02-26 13:10:00,0.0
1977-02-26 13:15:00,5286.2
1977-02-26 13:20:00,0.4287
1977-02-26 13:25:00,4405.2
1977-02-26 13:30:00,135.53
1977-02-26 13:35:00,0.0
1977-02-26 13:40:00,21931.0
1977-02-26 13:45:00,4395.8
1977-02-26 13:50:00,0.0
1977-02-26 13:55:00,6351.5
1977-02-26 14:00:00,0.0
1977-02-26 14:05:00,7189.9
1977-02-26 14:10:00,0.0
1977-02-26 14:15:00,8997.5
1977-02-26 14:20:00,0.21435
1977-02-26 14:25:00,0.0
1977-02-26 14:30:00,12.59
1977-02-26 14:35:00,65.999
1977-02-26 14:40:00,0.0
1977-02-26 14:45:00,2190.1
1977-02-26 14:50:00,6153.5
1977-02-26 14:55:00,12.59
1977-02-26 15:00:00,9675.7
1977-02-26 15:05:00,2598.5
1977-02-26 15:10:00,0.0
1977-02-26 15:15:00,5599.8
1977-02-26 15:20:00,0.0
1977-02-26 15:25:00,0.0
1977-02-26 15:30:00,48.133
1977-02-26 15:35:00,8296.1
1977-02-26 15:40:00,5001.7
1977-02-26 15:45:00,0.0
